fecha,positivoACOMAYO,positivo_rapidaACOMAYO,positivo_molecularACOMAYO,muestraACOMAYO,muestra_rapidaACOMAYO,muestra_molecularACOMAYO,sintomaticosACOMAYO,defuncionesACOMAYO,inicioACOMAYO,inicio_molecularACOMAYO,inicio_rapidaACOMAYO,recuperadoACOMAYO,positivoANTA,positivo_rapidaANTA,positivo_molecularANTA,muestraANTA,muestra_rapidaANTA,muestra_molecularANTA,sintomaticosANTA,defuncionesANTA,inicioANTA,inicio_molecularANTA,inicio_rapidaANTA,recuperadoANTA,positivoCALCA,positivo_rapidaCALCA,positivo_molecularCALCA,muestraCALCA,muestra_rapidaCALCA,muestra_molecularCALCA,sintomaticosCALCA,defuncionesCALCA,inicioCALCA,inicio_molecularCALCA,inicio_rapidaCALCA,recuperadoCALCA,positivoCANAS,positivo_rapidaCANAS,positivo_molecularCANAS,muestraCANAS,muestra_rapidaCANAS,muestra_molecularCANAS,sintomaticosCANAS,defuncionesCANAS,inicioCANAS,inicio_molecularCANAS,inicio_rapidaCANAS,recuperadoCANAS,positivoCANCHIS,positivo_rapidaCANCHIS,positivo_molecularCANCHIS,muestraCANCHIS,muestra_rapidaCANCHIS,muestra_molecularCANCHIS,sintomaticosCANCHIS,defuncionesCANCHIS,inicioCANCHIS,inicio_molecularCANCHIS,inicio_rapidaCANCHIS,recuperadoCANCHIS,positivoCHUMBIVILCAS,positivo_rapidaCHUMBIVILCAS,positivo_molecularCHUMBIVILCAS,muestraCHUMBIVILCAS,muestra_rapidaCHUMBIVILCAS,muestra_molecularCHUMBIVILCAS,sintomaticosCHUMBIVILCAS,defuncionesCHUMBIVILCAS,inicioCHUMBIVILCAS,inicio_molecularCHUMBIVILCAS,inicio_rapidaCHUMBIVILCAS,recuperadoCHUMBIVILCAS,positivoCUSCO,positivo_rapidaCUSCO,positivo_molecularCUSCO,muestraCUSCO,muestra_rapidaCUSCO,muestra_molecularCUSCO,sintomaticosCUSCO,defuncionesCUSCO,inicioCUSCO,inicio_molecularCUSCO,inicio_rapidaCUSCO,recuperadoCUSCO,positivoESPINAR,positivo_rapidaESPINAR,positivo_molecularESPINAR,muestraESPINAR,muestra_rapidaESPINAR,muestra_molecularESPINAR,sintomaticosESPINAR,defuncionesESPINAR,inicioESPINAR,inicio_molecularESPINAR,inicio_rapidaESPINAR,recuperadoESPINAR,positivoLACONVENCION,positivo_rapidaLACONVENCION,positivo_molecularLACONVENCION,muestraLACONVENCION,muestra_rapidaLACONVENCION,muestra_molecularLACONVENCION,sintomaticosLACONVENCION,defuncionesLACONVENCION,inicioLACONVENCION,inicio_molecularLACONVENCION,inicio_rapidaLACONVENCION,recuperadoLACONVENCION,positivoOTRO,positivo_rapidaOTRO,positivo_molecularOTRO,muestraOTRO,muestra_rapidaOTRO,muestra_molecularOTRO,sintomaticosOTRO,defuncionesOTRO,inicioOTRO,inicio_molecularOTRO,inicio_rapidaOTRO,recuperadoOTRO,positivoPARURO,positivo_rapidaPARURO,positivo_molecularPARURO,muestraPARURO,muestra_rapidaPARURO,muestra_molecularPARURO,sintomaticosPARURO,defuncionesPARURO,inicioPARURO,inicio_molecularPARURO,inicio_rapidaPARURO,recuperadoPARURO,positivoPAUCARTAMBO,positivo_rapidaPAUCARTAMBO,positivo_molecularPAUCARTAMBO,muestraPAUCARTAMBO,muestra_rapidaPAUCARTAMBO,muestra_molecularPAUCARTAMBO,sintomaticosPAUCARTAMBO,defuncionesPAUCARTAMBO,inicioPAUCARTAMBO,inicio_molecularPAUCARTAMBO,inicio_rapidaPAUCARTAMBO,recuperadoPAUCARTAMBO,positivoQUISPICANCHI,positivo_rapidaQUISPICANCHI,positivo_molecularQUISPICANCHI,muestraQUISPICANCHI,muestra_rapidaQUISPICANCHI,muestra_molecularQUISPICANCHI,sintomaticosQUISPICANCHI,defuncionesQUISPICANCHI,inicioQUISPICANCHI,inicio_molecularQUISPICANCHI,inicio_rapidaQUISPICANCHI,recuperadoQUISPICANCHI,positivoURUBAMBA,positivo_rapidaURUBAMBA,positivo_molecularURUBAMBA,muestraURUBAMBA,muestra_rapidaURUBAMBA,muestra_molecularURUBAMBA,sintomaticosURUBAMBA,defuncionesURUBAMBA,inicioURUBAMBA,inicio_molecularURUBAMBA,inicio_rapidaURUBAMBA,recuperadoURUBAMBA
2020-04-19,0,0,0,2,0,0,0,0,,,,,0,0,0,6,0,0,0,0,,,,,0,0,0,8,0,0,0,0,,,,,0,0,0,4,0,0,0,0,,,,,0,0,0,15,0,0,0,0,,,,,0,0,0,6,0,0,0,0,,,,,0,0,0,259,0,0,0,0,6,1,1,2,0,0,0,9,0,0,0,0,,,,,0,0,0,11,0,0,0,0,1,0,0,,,,,,,,,,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,,,,
2020-04-20,0,0,0,3,0,0,0,0,,,,,1,1,0,5,0,0,0,0,0,0,0,,1,1,0,25,0,0,0,0,0,0,0,,1,1,0,2,0,0,0,0,,,,,0,0,0,19,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,1,0,0,,12,12,0,608,0,2,2,0,17,1,1,1,0,0,0,3,0,0,0,0,1,0,0,,1,1,0,49,0,0,0,0,0,0,0,,1,1,0,4,0,0,1,0,0,0,0,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,1,0,0,,1,1,0,17,0,0,1,0,0,0,0,
2020-04-21,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,,,,,,,,,,,,,0,0,0,,0,0,0,15,0,2,0,0,0,0,0,,0,0,0,4,0,1,0,0,,,,,5,5,0,385,0,7,3,0,12,0,0,3,0,0,0,2,0,1,0,0,0,0,0,,1,1,0,61,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,,,,,0,0,0,9,0,0,0,0,,,,
2020-04-22,2,2,0,10,0,0,1,0,1,0,0,,0,0,0,4,0,1,0,0,0,0,0,,0,0,0,7,0,1,0,0,,,,,0,0,0,1,0,0,0,0,,,,,2,2,0,13,0,0,0,0,,,,,1,1,0,5,0,0,0,0,0,0,0,,14,14,0,391,0,2,2,0,7,0,0,3,2,2,0,40,0,0,0,0,,,,,2,1,1,30,0,1,2,0,1,1,1,,0,0,0,2,0,0,0,0,1,0,0,,,,,,,,,,0,0,0,,0,0,0,7,0,0,0,0,,,,,0,0,0,5,0,0,0,0,,,,,0,0,0,1,0,0,0,1,,,,
2020-04-23,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,4,0,0,0,0,,,,,1,1,0,2,0,0,0,0,,,,,0,0,0,13,0,0,0,0,0,0,0,,9,9,0,103,0,0,0,0,0,0,0,,9,8,1,194,0,2,1,0,9,1,1,6,2,2,0,4,0,0,0,0,0,0,0,,1,0,1,11,0,1,1,0,1,0,0,,0,0,0,3,0,0,0,0,2,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,2,0,0,0,0,,,,,0,0,0,4,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,
2020-04-24,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,8,0,4,0,0,1,0,0,,0,0,0,5,0,1,0,0,,,,,,,,,,,,,,,,,0,0,0,14,0,2,0,0,0,0,0,,5,5,0,80,0,3,0,0,,,,,2,1,1,225,0,23,2,0,9,0,0,10,0,0,0,12,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,2,0,2,0,0,,,,,,,,,,,,,,,,,2,2,0,7,0,0,0,0,,,,,0,0,0,4,0,2,0,0,,,,
2020-04-25,0,0,0,1,0,1,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,,4,4,0,9,0,0,0,0,,,,,1,1,0,1,0,0,0,0,,,,,7,7,0,201,0,5,1,0,8,0,0,15,0,0,0,3,0,0,0,0,0,0,0,,1,1,0,10,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,,0,0,0,3,0,1,0,0,0,0,0,
2020-04-26,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14,0,7,0,0,1,1,1,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,
2020-04-27,,,,,,,,,0,0,0,,0,0,0,6,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,,,,1,0,0,0,5,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,,13,13,0,202,0,9,2,0,8,2,2,11,0,0,0,6,0,0,0,0,0,0,0,,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,,0,0,0,7,0,0,0,0,,,,,1,1,0,2,0,0,0,0,0,0,0,
2020-04-28,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,4,0,0,1,0,0,0,0,,9,9,0,13,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,8,8,0,154,0,8,1,0,7,2,2,6,0,0,0,2,0,0,0,0,,,,,2,2,0,17,0,3,1,0,2,0,0,1,,,,,,,,,2,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,0,0,0,,1,1,0,4,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,
2020-04-29,0,0,0,2,0,2,0,0,,,,,0,0,0,4,0,3,0,0,,,,,0,0,0,2,0,0,0,0,0,0,0,,1,1,0,3,0,0,1,0,,,,,1,1,0,4,0,0,0,0,,,,1,,,,,,,,,,,,,20,18,2,328,0,13,8,0,7,0,0,8,0,0,0,7,0,1,0,0,,,,1,1,1,0,57,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,3,0,1,0,0,,,,,0,0,0,6,0,5,0,0,,,,,0,0,0,5,0,0,0,0,1,0,0,,0,0,0,3,0,1,0,0,,,,
2020-04-30,,,,,,,,,,,,,3,3,0,8,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,,,,5,28,28,0,313,0,10,8,0,7,0,0,9,0,0,0,15,0,0,0,0,,,,,0,0,0,42,0,1,0,0,2,0,0,,0,0,0,2,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,,,,,0,0,0,11,0,0,0,0,,,,,8,8,0,19,0,0,1,0,1,0,0,
2020-05-01,0,0,0,2,0,2,0,0,1,0,0,,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,0,0,0,0,,0,0,0,4,0,0,0,0,,,,1,5,5,0,62,0,21,1,0,24,1,1,3,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,10,0,3,0,0,1,0,0,,0,0,0,1,0,0,0,0,3,0,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,2,0,1,0,0,,,,
2020-05-02,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1,1,0,45,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,2,2,0,8,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,,,,,6,6,0,68,0,4,1,0,10,2,2,8,4,4,0,11,0,0,3,0,1,0,0,,1,1,0,15,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1,1,0,6,0,0,0,0,,,,,1,1,0,11,0,0,0,0,0,0,0,
2020-05-03,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,0,0,0,,,,,,,,,,1,0,0,,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,1,0,24,0,0,1,0,3,1,1,,0,0,0,1,0,0,0,0,0,0,0,,2,2,0,12,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,
2020-05-04,,,,,,,,,0,0,0,,2,1,1,8,0,6,1,0,,,,,0,0,0,40,0,1,0,0,,,,,0,0,0,2,0,0,0,0,,,,,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,9,9,0,317,0,13,3,0,8,2,2,14,0,0,0,3,0,0,0,0,1,0,0,,0,0,0,16,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,3,0,0,0,0,,,,,0,0,0,40,0,0,0,0,,,,2
2020-05-05,0,0,0,10,0,1,0,0,,,,,0,0,0,8,0,0,0,0,,,,,0,0,0,6,0,2,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,1,0,0,0,2,0,0,0,0,1,0,0,9,0,0,0,3,0,0,0,0,1,1,1,,27,27,0,560,0,16,2,0,14,1,1,9,0,0,0,2,0,0,0,0,1,0,0,,0,0,0,17,0,2,0,0,2,1,1,2,1,1,0,31,0,0,1,0,1,0,0,,0,0,0,3,0,0,0,0,,,,,0,0,0,5,0,0,0,0,,,,,1,1,0,10,0,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,
2020-05-06,1,1,0,2,0,0,1,0,,,,2,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,3,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,,,,1,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,,,,1,50,46,4,870,0,8,5,0,11,3,3,16,1,1,0,63,0,0,0,0,3,0,0,1,0,0,0,9,0,0,0,0,1,0,0,2,1,1,0,31,0,0,0,0,1,0,0,,1,1,0,2,0,0,1,0,0,0,0,,0,0,0,3,0,2,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,0,,0,0,0,14,0,1,0,0,,,,
2020-05-07,,,,,,,,,0,0,0,,1,1,0,7,0,0,1,0,0,0,0,2,0,0,0,50,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,0,1,6,0,1,1,0,0,0,0,4,45,43,2,421,0,9,5,1,7,2,2,30,0,0,0,18,0,0,0,0,,,,2,0,0,0,21,0,0,0,0,,,,1,0,0,0,2,0,0,0,0,2,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,0,0,0,8,0,1,0,0,,,,,0,0,0,15,0,0,0,0,,,,8
2020-05-08,0,0,0,2,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,,,,,0,0,0,8,0,0,0,0,0,0,0,,0,0,0,23,0,0,0,0,,,,4,40,39,1,525,0,15,4,0,2,0,0,3,1,1,0,56,0,0,0,0,1,0,0,,6,6,0,23,0,0,4,0,1,0,0,,0,0,0,17,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,2,0,1,0,0,,,,,0,0,0,9,0,0,0,0,0,0,0,2,,,,,,,,,0,0,0,
2020-05-09,0,0,0,3,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,,,,,0,0,0,5,0,0,0,0,,,,2,1,1,0,20,0,0,0,0,,,,1,7,7,0,218,0,13,0,0,5,0,0,7,5,5,0,44,0,0,0,0,,,,4,1,1,0,11,0,1,1,0,0,0,0,,0,0,0,2,0,0,0,0,1,0,0,,0,0,0,3,0,0,0,0,,,,,,,,,,,,,0,0,0,,0,0,0,12,0,0,0,0,,,,,0,0,0,2,0,0,0,0,,,,1
2020-05-10,,,,,,,,,,,,,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,,2,2,0,79,0,0,1,1,8,0,0,1,,,,,,,,,1,0,0,,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,3,0,0,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,
2020-05-11,0,0,0,26,0,0,0,0,,,,,1,1,0,85,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,,,,,0,0,0,20,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,,,,,0,0,0,31,0,0,0,0,0,0,0,,58,58,0,501,0,11,4,0,7,1,1,8,1,1,0,47,0,0,0,0,1,0,0,,1,1,0,17,0,3,1,0,1,0,0,,0,0,0,25,0,0,0,0,0,0,0,,0,0,0,41,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,1,1,0,14,0,0,0,0,,,,,1,1,0,16,0,1,0,0,1,0,0,
2020-05-12,2,2,0,55,0,1,0,0,,,,,0,0,0,22,0,2,0,0,1,1,1,,0,0,0,11,0,0,0,0,0,0,0,,1,1,0,2,0,0,0,0,,,,,1,1,0,12,0,1,0,0,,,,,0,0,0,29,0,1,0,0,0,0,0,,33,32,1,482,0,25,2,0,9,6,6,14,6,6,0,41,0,0,0,0,1,0,0,,0,0,0,5,0,0,0,0,1,0,0,,0,0,0,9,0,0,0,0,3,0,0,,0,0,0,12,0,0,0,0,,,,,1,1,0,25,0,0,0,0,0,0,0,,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,
2020-05-13,7,7,0,109,0,0,0,0,1,1,1,,0,0,0,10,0,1,0,0,,,,,4,4,0,15,0,0,0,0,,,,1,0,0,0,3,0,0,0,0,,,,,2,2,0,48,0,0,0,0,0,0,0,,0,0,0,42,0,0,0,0,,,,,48,47,1,702,0,8,7,1,3,3,3,37,4,4,0,37,0,0,0,0,2,0,0,,2,1,1,17,0,1,1,0,1,1,1,,1,1,0,83,0,0,0,0,,,,1,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,16,0,0,0,0,0,0,0,,2,2,0,56,0,0,0,0,1,0,0,,5,5,0,32,0,0,0,0,,,,
2020-05-14,0,0,0,3,0,0,0,0,,,,,2,2,0,31,0,0,0,0,1,0,0,2,0,0,0,16,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,11,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,,34,34,0,285,0,19,5,0,3,2,2,21,0,0,0,24,0,1,0,0,0,0,0,,3,3,0,16,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,2,0,0,0,0,,,,,0,0,0,6,0,3,0,0,0,0,0,,0,0,0,20,0,0,0,0,,,,
2020-05-15,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,59,0,2,0,0,1,1,1,,0,0,0,1,0,0,0,0,,,,,1,1,0,29,0,0,0,0,1,0,0,,0,0,0,12,0,1,0,0,1,0,0,,4,3,1,201,0,10,3,2,9,3,3,15,3,3,0,51,0,0,0,0,,,,1,1,1,0,74,0,1,1,0,4,1,1,6,0,0,0,12,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,,1,1,0,6,0,1,0,0,0,0,0,,0,0,0,2,0,0,0,0,,,,
2020-05-16,,,,,,,,,,,,,0,0,0,21,0,0,0,0,,,,,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,16,0,2,0,0,1,0,0,,0,0,0,25,0,2,0,0,0,0,0,1,14,14,0,272,0,21,1,0,7,5,5,3,0,0,0,33,0,0,0,0,,,,,2,2,0,13,0,0,0,0,3,0,0,2,0,0,0,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,8,0,4,0,0,,,,1,0,0,0,1,0,0,0,0,,,,
2020-05-17,0,0,0,1,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,,1,1,0,3,0,0,0,0,,,,,0,0,0,21,0,0,0,0,0,0,0,,0,0,0,18,0,0,0,0,9,3,3,1,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,
2020-05-18,,,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,,,,,2,2,0,4,0,0,1,0,,,,,0,0,0,24,0,0,0,0,1,0,0,,0,0,0,12,0,0,0,0,,,,,9,8,1,217,0,12,1,0,9,5,5,46,7,7,0,52,0,0,0,0,0,0,0,,0,0,0,29,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,0,0,0,,1,1,0,3,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,1
2020-05-19,0,0,0,1,0,0,0,0,,,,1,1,1,0,71,0,1,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,34,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,,,,,43,43,0,310,0,16,2,1,1,1,1,28,4,4,0,329,0,0,0,0,3,1,1,3,2,2,0,86,0,0,0,0,0,0,0,,1,1,0,94,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,,1,1,0,1,0,0,0,0,,,,1,0,0,0,2,0,0,0,0,,,,,0,0,0,6,0,0,0,0,,,,
2020-05-20,0,0,0,3,0,0,0,0,,,,7,1,1,0,15,0,1,0,0,1,0,0,,2,2,0,18,0,3,0,0,0,0,0,1,1,1,0,10,0,1,0,0,,,,,2,2,0,18,0,0,0,0,1,1,1,2,1,1,0,30,0,0,0,0,,,,,22,21,1,448,0,8,2,0,12,3,3,47,5,5,0,107,0,0,1,0,0,0,0,2,2,2,0,14,0,1,0,0,2,0,0,1,0,0,0,15,0,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,,,,,0,0,0,3,0,1,0,0,,,,1,1,1,0,12,0,0,0,0,,,,2,0,0,0,8,0,0,0,0,0,0,0,5
2020-05-21,0,0,0,2,0,0,0,0,,,,,13,13,0,26,0,0,1,0,,,,2,0,0,0,53,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,,,,,0,0,0,23,0,0,0,0,,,,,2,2,0,23,0,1,0,0,,,,1,27,22,5,610,0,14,7,0,1,0,0,43,2,2,0,86,0,0,0,0,0,0,0,,4,4,0,21,0,1,3,0,0,0,0,3,0,0,0,51,0,0,0,0,1,0,0,,0,0,0,7,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,1,1,0,14,0,0,1,0,1,1,1,,0,0,0,25,0,0,0,0,,,,
2020-05-22,1,0,1,3,0,1,1,0,1,1,1,,2,1,1,17,0,2,1,0,,,,,0,0,0,13,0,0,0,0,1,1,1,,2,2,0,7,0,0,0,0,,,,,1,1,0,23,0,1,0,0,,,,1,0,0,0,27,0,0,0,0,,,,,36,35,1,693,0,5,3,0,8,3,3,29,2,2,0,33,0,0,0,0,,,,2,3,3,0,25,0,2,0,0,2,0,0,1,0,0,0,11,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,,,,,0,0,0,14,0,0,0,0,1,1,1,,0,0,0,11,0,0,0,0,,,,
2020-05-23,0,0,0,3,0,0,0,0,,,,,1,1,0,20,0,0,0,0,0,0,0,,0,0,0,6,0,1,0,0,,,,,0,0,0,3,0,0,0,0,,,,,0,0,0,13,0,0,0,0,0,0,0,,0,0,0,30,0,0,0,0,0,0,0,,26,26,0,338,0,12,1,0,2,0,0,10,2,2,0,41,0,0,0,0,,,,5,4,4,0,16,0,0,2,0,2,0,0,1,0,0,0,22,0,0,0,0,0,0,0,,1,0,1,4,0,1,1,0,,,,,0,0,0,3,0,1,0,0,0,0,0,,0,0,0,3,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,
2020-05-24,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,2,2,0,71,0,0,1,1,4,2,2,1,0,0,0,12,0,0,0,0,0,0,0,,3,3,0,15,0,0,0,0,4,0,0,,0,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,2,0,0,0,0,0,0,0,
2020-05-25,0,0,0,2,0,0,0,0,,,,,0,0,0,6,0,0,0,0,1,1,1,,1,0,1,7,0,1,1,0,,,,,2,2,0,4,0,0,0,0,,,,2,2,2,0,13,0,0,0,0,1,0,0,,0,0,0,4,0,0,0,0,,,,,33,27,6,492,0,22,8,0,13,3,3,17,1,1,0,69,0,0,0,0,,,,4,6,6,0,60,0,0,3,0,7,1,1,,0,0,0,16,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,5,0,1,0,0,0,0,0,,0,0,0,7,0,0,0,0,3,2,2,2,0,0,0,6,0,0,0,0,,,,
2020-05-26,0,0,0,6,0,0,0,0,0,0,0,1,2,2,0,15,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,,1,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,,,,,22,21,1,544,0,11,2,0,4,2,2,57,0,0,0,62,0,0,0,0,0,0,0,4,4,3,1,47,0,4,1,0,2,0,0,1,0,0,0,7,0,0,0,0,1,0,0,,1,0,1,3,0,2,1,0,2,2,2,,0,0,0,3,0,1,0,0,,,,,2,2,0,23,0,0,0,0,1,1,1,,0,0,0,6,0,0,0,0,,,,
2020-05-27,0,0,0,1,0,0,0,0,,,,1,0,0,0,18,0,0,0,0,0,0,0,,1,0,1,8,0,3,1,0,0,0,0,3,0,0,0,16,0,0,0,0,,,,,1,1,0,13,0,0,0,0,,,,1,3,3,0,17,0,0,1,0,0,0,0,1,31,31,0,752,0,6,0,0,6,2,2,34,2,2,0,72,0,0,0,0,0,0,0,4,4,4,0,62,0,0,2,0,2,0,0,3,1,1,0,2,0,0,0,0,1,0,0,,0,0,0,23,0,0,0,0,,,,,0,0,0,4,0,1,0,0,,,,,2,1,1,10,0,1,1,0,,,,1,1,1,0,11,0,0,0,0,0,0,0,
